model,model_name,stim_id,word,word_type,word_length,ordering,order_method,a_is,b_is,raw_text,parsed_answer,choice,generation_time_s,num_tokens_generated,attempts,repeat,temperature
qwen3.5-27b,Qwen/Qwen3.5-27B,9,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,93.02,6014,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,20.61,888,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,28.06,1314,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,23.17,971,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,8,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,102.44,6756,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,8,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,24.83,1090,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,38.53,2258,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,32.71,1880,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,23.27,1043,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,31.14,1586,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,22.74,1018,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,32.57,1824,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,27.98,1276,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,35.32,2013,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,28.44,1578,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,26.06,1305,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,30.53,1771,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,22.66,1154,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,62.67,4110,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,25.07,1457,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,26.26,1319,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,10,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,21.43,1156,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,24.66,1269,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,22.89,1029,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,152.21,1241,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,88.59,5839,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,196.68,5381,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,58.93,3706,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,18.63,778,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,35.36,1806,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,24.99,1002,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,23.79,967,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,24.19,962,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,20.6,808,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,61.02,3439,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,235.59,7600,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,64.37,4067,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,37.4,1413,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,28.49,1529,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,25.33,1303,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,28.14,1338,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,48.37,2464,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,39.93,2326,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,21.65,798,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,48.92,2992,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,19.06,968,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,83.41,5864,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,11,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,33.2,2133,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,23.77,861,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,30.09,967,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,27.54,1222,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,22.72,1032,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,29.65,1610,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,22.16,1014,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,28.69,1319,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,26.43,1381,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,59.53,4015,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,29.07,1635,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,42.32,2444,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,51.57,3385,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,60.57,4072,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,35.36,1210,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,37.39,1254,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,22.2,831,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,118.8,3970,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,25.92,1229,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,adinefults,sudo,10,shape_first,fixed,shape,texture,2,2,texture,36.63,1486,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,108.78,3211,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,115.7,2412,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,31.63,1772,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,131.96,4055,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,20.64,930,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,22.73,1061,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,35.86,2155,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,52.06,3125,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,23.23,791,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,34.78,1872,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,95.68,1811,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,23.79,1036,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,20.14,615,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,19.98,732,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,22.22,828,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,32.1,1803,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,31.17,1345,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,51.04,3126,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,108.81,3098,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,34.88,1865,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,42.63,2323,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,20.11,663,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,21.19,978,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,plailass,sudo,8,shape_first,fixed,shape,texture,2,2,texture,36.12,1986,2,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,9,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,26.93,1616,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,56.88,2562,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,29.56,1665,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,52.17,2752,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,41.58,2727,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,78.28,576,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,20.66,983,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,36.4,2288,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,26.97,1599,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,101.68,2901,2,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,19.17,856,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,50.96,3579,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,42.7,3155,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,174.73,3499,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,13,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,52.61,3829,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,orvufaig,random,8,shape_first,fixed,shape,texture,2,2,texture,21.69,864,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,39.53,2856,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,118.35,4340,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,26.66,1347,2,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,plailass,sudo,8,shape_first,fixed,shape,texture,2,2,texture,57.35,3511,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,35.4,2489,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,111.03,3679,2,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,12,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,52.1,3503,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,52.12,3356,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,17.42,629,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,36.88,2250,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,24.83,1512,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,37.41,2281,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,37.46,2466,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,163.33,2286,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,19.01,624,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,54.12,3429,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,32.13,1887,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,46.79,3066,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,99.29,2390,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,19.5,960,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,33.71,2148,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,51.52,3104,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,46.3,2896,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,47.34,3396,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,15,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,141.69,675,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,24.83,1238,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,17.45,570,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,114.98,3484,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,29.13,1363,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,27.42,1199,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,19.57,645,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,169.97,3161,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,37.93,2086,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,22.72,982,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,32.68,1624,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,32.14,1706,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,22.21,886,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,adinefults,sudo,10,shape_first,fixed,shape,texture,2,2,texture,146.25,972,2,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,14,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,35.88,1956,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,45.8,2557,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,32.68,828,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,17.99,641,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,20.63,698,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,22.61,886,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,31.15,1376,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,26.34,995,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,41.64,1171,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,53.65,3140,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,20.09,750,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,47.39,2163,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,28.53,800,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,27.5,896,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,32.16,888,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,26.9,845,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,45.87,1524,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,32.72,1667,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,47.92,2847,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,117.81,3615,2,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,23.26,948,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,165.85,2434,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,17,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,34.85,1837,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,54.39,3111,3,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,16,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,23.05,963,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,156.86,1197,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,31.79,1535,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,19,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,89.83,1262,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,19,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,29.55,1449,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,19,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,36.75,1806,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,19,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,42.7,2237,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,176.37,3370,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,35.32,1972,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,19,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,28.38,1390,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,19,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,44.27,2831,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,19,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,86.17,1278,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,19,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,22.28,1025,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,19,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,43.8,2467,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,19,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,39.52,2233,1,1,0.0
qwen3.5-27b,Qwen/Qwen3.5-27B,18,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,55.44,3309,2,1,0.0
